,question,expected_answer,chatbot_answer,page,chatbot_page,cos_sim_baseline,rouge_1_f1_baseline,rouge_2_f1_baseline,rouge_l_f1_baseline,page_match
147,When should you call EMS/9-1-1 for sunburns?,"If at least one of the following conditions is true and you are alone, call EMS/9-1-1 yourself, get an AED, and then return to care for the person: The burns make it difficult for the person to breathe. The person is in a great deal of pain or becomes unresponsive. The burns were caused by chemicals, explosions, or electricity. The burns involve a large amount of blistering or broken skin, or the burns cover the face, neck, hands, genitals, or a larger surface area. Always call EMS/9-1-1 for a full thickness burn, regardless of size.","You should call EMS/9-1-1 for sunburns if the person experiences severe symptoms such as blistering, intense pain, fever, chills, nausea, vomiting, or confusion. These can be signs of a severe sunburn or",95,0,0.5060462,0.1649484493357425,0.04958677304828935,0.1649484493357425,0
148,What should you do if using a face mask?,Ensure it is fitted tightly over the mouth and nose.,"When using a face mask, it is important to follow these guidelines for proper use:

1. Wash your hands before putting on the mask.

2. Make sure the mask covers your nose and mouth completely and fits snugly against the sides of your face",68,0,0.41860288,0.25531914558623814,0.03921568336793563,0.2127659540968765,0
149,What should a person do if they feel thirsty?,"If you feel thirsty, you are already dehydrated, so develop the habit of drinking fluids regularly rather than waiting for the warning signs of dehydration to appear.","If a person feels thirsty, they should drink water or another hydrating beverage to quench their thirst and stay properly hydrated. It's important to listen to your body's signals and drink water whenever you feel thirsty to maintain good health and prevent dehydration.",143,0,0.72748864,0.1999999952000001,0.02985074151927009,0.16666666186666684,0
150,What is the second step in determining a person's condition?,B = Check Breathing,"The second step in determining a person's condition typically involves conducting a thorough assessment or evaluation. This may include gathering information about the person's medical history, symptoms, vital signs, and conducting any necessary tests or examinations to help diagnose their condition accurately. It",31,0,0.27052617,0.0,0.0,0.0,0
151,What should be done if an exposure incident occurs in a workplace setting?,"If an exposure incident occurs in a workplace setting, it should be reported to the supervisor and the company's exposure control plan should be followed for reporting the incident and receiving post-exposure follow-up care.","If an exposure incident occurs in a workplace setting, it is important to take the following steps:

1. Seek immediate medical attention: The individual who has been exposed should seek medical attention as soon as possible. Immediate treatment may be necessary to prevent further complications",27,0,0.650195,0.4057970966855703,0.23684210038781173,0.4057970966855703,0
152,What should you connect a bike trailer with?,A flexible joint to prevent tipping over.,You should connect a bike trailer to the rear axle or frame of your bicycle. Make sure to follow the specific instructions provided by the manufacturer of the bike trailer for proper attachment.,197,0,0.39952645,0.060606057263544726,0.0,0.060606057263544726,0
153,How can breathing problems be identified?,A breathing problem can be identified by watching and listening to the person's breathing and by asking the person how they feel.,"Breathing problems can be identified through various signs and symptoms. Some common signs of breathing problems include:

1. Shortness of breath
2. Wheezing
3. Chest tightness
4. Rapid breathing
5. Difficulty taking deep breath",80,0,0.5168395,0.21276595272068824,0.07407406932098796,0.21276595272068824,0
154,What should you do in cold water?,"If you are in open water, get into a boat, raft, or other mode of marine transportation if available. If you have fallen through the ice, place your arms on the surface of the ice, kick your legs until your body is horizontal to the water’s surface, and then kick and pull forward until you are on the ice. Roll away from the hole before standing up.","If you find yourself in cold water, the most important thing is to stay calm and try to conserve your energy. Here are some tips on what to do in cold water:

1. Stay afloat: If you're not wearing a flotation device,",155,0,0.5193615,0.27586206407715685,0.019607838369858906,0.25287355833003045,0
155,What should you do if you have fallen through the ice and are unable to exit by yourself?,"Stop struggling, place your arms on the ice and let them freeze in place to prevent drowning.","If you have fallen through the ice and are unable to exit by yourself, it's important to remain calm and follow these steps:

1. Call for help: Yell for assistance to alert anyone nearby that you are in trouble.

2. Stay a",156,0,0.63856107,0.19230768804733736,0.07017543455832588,0.15384614958579892,0
156,What information should you try to find out if someone has overdosed on drugs?,"Try to find out from others at the scene what substance or substances the person may have taken, and then communicate that information to EMS personnel or the Poison Control Centre worker.","If you suspect someone has overdosed on drugs, it is important to gather information to provide to medical professionals or emergency responders. Here are some key details to find out:

1. **Signs and Symptoms:** Ask about the person's symptoms and behaviors",168,0,0.57140744,0.18461537971124273,0.05633802324935572,0.18461537971124273,0
157,What are some ways to prevent electrical burns?,"Keep electrical appliances away from water. If an electrical cord is frayed, fix it or dispose of it. If there are young children in the building, cover electrical outlets. Before approaching a person with a suspected electrical burn, make sure that trained personnel turn off the electrical current.","Preventing electrical burns is crucial to maintaining safety. Here are some ways to help prevent electrical burns:

1. Avoid overloading electrical outlets with too many devices.
2. Use electrical appliances and power tools that have been inspected and approved by a recognized safety",94,0,0.5469818,0.20779220279979774,0.044943815240500486,0.1558441508517458,0
158,How can motorists co-operate with cyclists?,"When motorists can see a cyclist, it is easier for them to co-operate with the cyclist.","Motorists can cooperate with cyclists by following these practices:

1. Give cyclists enough space when passing them on the road.
2. Check for cyclists when turning or changing lanes.
3. Respect designated bike lanes and do not park or drive in them.
",200,0,0.6754665,0.18867924106799583,0.0,0.18867924106799583,0
159,What can be done to relieve itching and blistering from a rash caused by a plant?,"Apply a cream or ointment designed to reduce itching and blistering, such as calamine. Take an oral antihistamine to help relieve itching.","If you have a rash caused by a plant like poison ivy or poison oak, there are several things you can do to relieve itching and blistering:

1. Wash the affected area with mild soap and water to remove any remaining plant oils.
2",165,0,0.67512,0.20689654720570758,0.062499995590820624,0.20689654720570758,0
160,How should wooden toys be assembled?,Wooden toys should be glued or screwed together instead of nailed.,"Assembling wooden toys can vary depending on the specific toy and its design. However, here are some general steps you can follow when assembling wooden toys:

1. Lay out all the parts: Before assembling the toy, make sure you have all the necessary",198,0,0.58797103,0.04347825723062412,0.0,0.04347825723062412,0
161,Can children with head lice go to school or daycare?,Children may return to school or child care after the first treatment.,"Typically, children with head lice should stay home from school or daycare until they have been treated and are no longer contagious. It is important to follow the guidelines provided by healthcare professionals or school policies to prevent the spread of head lice to others",186,0,0.42251948,0.15999999635200007,0.03703703379286723,0.15999999635200007,0
162,What is naloxone used for?,Naloxone is used to quickly reverse the effects of an opioid drug overdose.,"Naloxone is a medication that is used to reverse the effects of opioids, particularly in cases of opioid overdose. It works by blocking the opioid receptors in the brain, which can help to quickly restore normal breathing and prevent death in overdose situations.",169,0,0.85813546,0.468085102381168,0.25925925580246917,0.42553191089180636,0
163,What would you do if you were alone and someone was experiencing total suffocation?,"If you are alone, immediately begin providing care for complete choking. Shout for help to try to attract the attention of a bystander, but do not delay care by calling EMS/9-1-1 yourself.","If someone is experiencing total suffocation when you are alone, it is important to act quickly to help them. Here are some steps you can take:

1. Call emergency services: Dial the emergency number in your area right away. Describe the situation and",48,0,0.5172454,0.21212120719467414,0.05479451566147538,0.18181817689164384,0
164,What are the four mechanisms of injury resulting from blasts?,"1. Pressure or heat injuries from the blast itself.
2. Injuries from flying debris (shrapnel).
3. Trauma from being thrown by the blast.
4. Injuries or illnesses caused by hazardous material being dispersed by the blast.","The four mechanisms of injury resulting from blasts are:

1. Primary injury: Caused by the initial blast wave itself, which creates rapid changes in pressure that can damage tissues and organs directly.
   
2. Secondary injury: Caused by flying debris or",110,0,0.6530709,0.29032257583246623,0.05797100951900904,0.29032257583246623,0
165,What would you do if you lost control and wanted to shake your child or baby?,"If you feel like you might lose control, stop! Take a break, never shake. Place the child in a safe place and take a few deep breaths. Then try again to soothe the baby.","It's completely normal to feel frustrated or overwhelmed at times, especially when caring for a child or a baby. However, it's important to never shake a child or baby as it can cause serious harm or even death. 

If you find yourself feeling",119,0,0.5544406,0.27692307195266275,0.05479451559392052,0.24615384118343206,0
166,When should someone seek medical attention after experiencing partial suffocation?,"A person who has experienced partial choking should seek medical attention if they experience any kind of respiratory distress after the incident. They should also be monitored for several hours to ensure there is no damage. If there is no sign of injury in the first few hours, the person is probably fine.","If someone has experienced partial suffocation, it is important to seek medical attention immediately if they experience any of the following symptoms:

1. Difficulty breathing or shortness of breath
2. Persistent chest pain
3. Severe coughing
4.",52,0,0.6186727,0.37499999505,0.16279069280692282,0.34999999505000007,0
167,"Should you apply heat to a muscle, bone, or joint injury to speed healing?","No, applying heat is not the best treatment for an acute muscle, bone, or joint injury. Heat causes blood vessels to dilate, increasing swelling. Cold, on the other hand, causes blood vessels to constrict, reducing blood flow and helping to reduce swelling. Applying cold also slows nerve impulses and helps reduce pain.","It is generally not recommended to apply heat to a muscle, bone, or joint injury immediately after it occurs. Heat can increase inflammation and swelling, which may delay healing. 

For acute injuries, it is often more appropriate to apply ice (cold therapy",124,0,0.65668285,0.3037974633744593,0.09090908595041348,0.27848100767825673,0
168,What are other signs and symptoms of Lyme disease?,"Fatigue, headache, fever or chills, swollen lymph nodes, numbness or tingling, muscle spasms or weakness, joint and muscle pain.","In addition to the characteristic bull's-eye rash, Lyme disease can present with a variety of signs and symptoms. These may include:

1. Flu-like symptoms such as fever, chills, headache, fatigue, and muscle aches.
2. Joint",174,0,0.4058296,0.16326530172428166,0.03846153393491177,0.12244897519366944,0
169,What should you do if the object cannot be dislodged easily?,Leave it in place for a medical professional to remove.,"If an object cannot be dislodged easily, it's important to exercise caution to avoid causing harm or further complicating the situation. Here are some steps to follow:

1. Stay calm and assess the situation carefully.
2. Do not force the",101,0,0.34399572,0.044444440987654585,0.0,0.044444440987654585,0
170,How to treat torn skin?,Treat any torn skin as an open wound and seek medical attention.,"Treating a torn skin depends on the severity and size of the tear. Here are some general steps you can take to treat torn skin:

1. Clean the area: Wash the torn skin gently with mild soap and water to remove any dirt or debris",154,0,0.5869515,0.1632653024239901,0.03703703379286723,0.12244897589337787,0
171,What should you keep handy in your home and car?,First aid kits.,"It's always a good idea to have some essential items handy in your home and car. Here are some suggestions for what you should keep in each:

In your home:
- First aid kit
- Flashlight with extra batteries
- Emergency contact list",13,0,0.27930918,0.09756097425342058,0.04545454458677687,0.09756097425342058,0
172,Who is most at risk of hypothermia?,"People with smaller body types, lower overall body weights, and lower body-fat content are more likely to experience hypothermia. Young children and the elderly are also at higher risk.","Individuals who are most at risk of hypothermia include:

1. Elderly people: Older adults may have reduced body heat production and circulation, making them more susceptible to hypothermia.
2. Infants and young children: Children lose body",151,0,0.777022,0.2758620640606421,0.0,0.2758620640606421,0
173,How can nosebleeds be prevented?,"Use a humidifier if the air indoors is dry, wear protective athletic equipment when participating in sports that could cause injuries to the nose, practice gentle nose blowing, teach children not to pick their noses","Nosebleeds can be prevented by following these tips:

1. Keep the inside of your nostrils moist by using a humidifier, especially during dry weather or in heated indoor environments.
2. Avoid picking or blowing your nose too forcefully.
3",100,0,0.6120735,0.11594202399495926,0.0,0.08695651674858251,0
174,What should you not do with your fingers in the woman's vagina?,Do not place your fingers in the woman’s vagina for any reason. This can introduce pathogens that can cause an infection.,"It is important to always ensure that any actions involving a woman's vagina are consensual and respectful. In general, it is recommended to avoid inserting fingers without proper lubrication, ensuring that nails are trimmed and filed to prevent scratching or injury, and being",139,0,0.61157954,0.14285713826530627,0.0,0.1071428525510206,0
175,Do you have any questions about purchasing or using a used child car seat?,"When buying or using a pre-owned child car seat, you should check that it has instructions and all necessary hardware, has not been in a collision, has a CMVSS sticker and is less than 10 years old, has no discoloured (stress) marks or cracks, and has no signs of wear or tears on the harness.","Yes, I can provide some guidance on purchasing and using a used child car seat. Here are some questions you may want to consider:

1. Is the car seat still within its expiration date? Car seats have an expiration date typically 6 to ",199,0,0.5167992,0.1951219462462821,0.042553186570847105,0.1463414584414041,0
176,Why is it important to keep a record of the medications you take?,It will be useful to EMS personnel.,"Keeping a record of the medications you take is important for several reasons:

1. Safety: Having a detailed record of your medications helps healthcare providers avoid prescribing medications that may interact negatively with those you are already taking. It also helps in avoiding accidental double dos",36,0,0.21123478,0.04347825828922511,0.0,0.04347825828922511,0
177,What would you do if a child is given a non-prescription drug?,Ensure you have written permission from a parent or guardian for each medication that is to be given.,"If a child is given a non-prescription drug, it's important to assess the situation carefully and take appropriate action:

1. **Stay Calm**: Keep calm and avoid placing blame on anyone involved.

2. **Check the Drug**: Find out",193,0,0.49575835,0.15384614931952675,0.0,0.11538461085798835,0
178,What would you do if someone felt snow blindness?,"Place the person in a darker environment, if possible, or cover their eyes. Apply a cool, damp cloth to reduce pain and burning. If the person's vision is affected, seek medical attention.","If someone is experiencing snow blindness, also known as photokeratitis, it is important to act quickly to alleviate their symptoms. Here are some steps to help someone with snow blindness:

1. Move the person to a shaded or indoor area to prevent further",154,0,0.45352575,0.24242423746556482,0.027397255387503212,0.24242423746556482,0
179,What are the four basic steps of a First Aider?,"The four basic steps of a First Aider's role are: 1. Recognize the emergency. 2. Protect yourself, the ill or injured person, and bystanders. 3. Access help (e.g., call EMS/9-1-1). 4. Act according to your skills, knowledge, and comfort level.","The four basic steps of a First Aider are:

1. Assess the situation: Evaluate the scene for any potential dangers to yourself or the injured person.

2. Seek medical help: Call emergency services or ask someone to do so if the situation requires",18,0,0.90706,0.3846153796186719,0.1686746937959067,0.3846153796186719,0
180,When should I call EMS/9-1-1 if I have a skin injury?,"You should call EMS/9-1-1 and get an AED if you are not sure how serious the scalp injury is or if you feel a dip, a soft area, or pieces of bone.","You should call EMS/9-1-1 immediately if the skin injury is serious and requires urgent medical attention. Some situations where you should seek emergency help include:

- Deep or large wounds that are bleeding heavily and won't stop
- Severe",93,0,0.6102085,0.4062499950781251,0.11764705389273376,0.3124999950781251,0
181,Does amputation always cause heavy bleeding?,"No, bleeding may or may not be severe.","Amputation usually leads to heavy bleeding due to the severing of major blood vessels. However, the amount of bleeding can vary depending on factors such as the method of amputation, the location of the amputation, and the individual's overall health.",106,0,0.4206913,0.05555555242283968,0.0,0.05555555242283968,0
182,Where should medication be stored in a child care setting?,Medication should be stored out of the reach of children.,"Medication in a child care setting should be stored in a secure, locked cabinet or box that is out of reach of children. It should be stored away from food and other items in a cool, dry place. Additionally, medication should be stored according",194,0,0.7823,0.3809523775850341,0.2173913012003781,0.3809523775850341,0
183,How high should the mattress be to support the top of the partition's enclosure?,The height from the mattress support to the top rail must be at least 66 cm (26 in.) when the support is in its lowest position.,"To determine the appropriate height for the mattress to support the top of the partition's enclosure, you will need to consider the overall design and dimensions of the enclosure. Make sure that the mattress height is such that it allows the top of the partition to be",196,0,0.52400506,0.2962962914060357,0.05970148778792643,0.2962962914060357,0
184,What should you do after calling EMS/9-1-1 and getting the AED?,Continue to provide care.,"After calling EMS/9-1-1 and obtaining the AED (automated external defibrillator), you should follow these steps:

1. Ensure the person is lying on a flat surface.
2. Clear any obstacles or clothing from the chest",67,0,0.27882415,0.0,0.0,0.0,0
185,What should I do if the AED pad gets wet?,"If the AED pads are wet, it is recommended to move the person into a different environment, if possible, before attempting defibrillation again.","If the adhesive pads on the AED get wet, it is generally recommended to replace them with a new set of pads before using the AED. Wet pads may not adhere properly to the person's skin, which can impact the delivery of the life",77,0,0.69100094,0.3928571380867348,0.15624999548828136,0.357142852372449,0
186,What are the mistakes and what are the common causes?,"Shock is a life-threatening condition that occurs when the vital organs do not get enough oxygen-rich blood. It can be caused by significant fluid loss, such as diarrhea and vomiting. Children are especially prone to dehydration and can go into shock more easily.","Mistakes can vary greatly depending on the context, but some common types of mistakes include:

1. Lack of attention to detail: This can happen when someone is rushed or fatigued, leading to oversights and errors.

2. Miscommunication",40,0,0.17980005,0.15999999504355572,0.0,0.13333332837688905,0
187,What should you do if you suspect pinworms?,"Wash the child's hands and nails, keep the child's fingernails short and discourage nail biting, make sure the child has a daily bath or shower and a daily change of towels, sheets, and underwear, doctors often prescribe oral medication, the whole family must be treated","If you suspect you or someone you know has pinworms, it is important to consult a healthcare professional for an accurate diagnosis and treatment plan. Common steps that may be recommended include providing a stool sample for analysis, taking medication prescribed by a healthcare provider",187,0,0.19302447,0.13333332834133352,0.0,0.07999999500800031,0
188,How do you remove exposed peanuts?,Gently grab the exposed end of the splinter with tweezers and carefully pull it out.,"If you are looking to remove exposed peanuts from their shells, you can simply crack the shells open and remove the peanuts manually. Once the peanuts are removed from the shells, you can discard the shells and enjoy the peanuts. If you are referring to removing",99,0,0.3923909,0.1538461492439186,0.0,0.1538461492439186,0
189,What should be done after everyone is together at the designated meeting place?,Go to a neighbor's home to call the fire department.,"After everyone is together at the designated meeting place, you can proceed with the following steps:

1. Start the meeting by welcoming everyone and introducing the agenda.
2. Encourage open communication and active participation from all attendees.
3. Review the purpose of",202,0,0.153323,0.04545454220041345,0.0,0.04545454220041345,0
190,Why should you know about prescription and generic drugs?,"Prescription drugs and common drugstore medications can make driving or operating machinery dangerous, so follow the directions on the package carefully.","It is important to understand the difference between prescription and generic drugs because they affect the cost, effectiveness, and availability of medications. Prescription drugs are medications that require a doctor's authorization for use, while generic drugs are the same as brand-name medications but typically",114,0,0.48796344,0.18181817719008275,0.032786880838484876,0.18181817719008275,0
191,What should be done after applying the sling to recheck circulation?,"The circulation should be rechecked. Slings should fit tightly enough to restrict movement, but not be so tight that blood flow is affected. If fingers are bluish or cold or if the person feels numbness and tingling, the bandages should be loosened. If loosening the bandages does not improve circulation, EMS/9-1-1 should be called and an AED should be obtained immediately.","After applying a sling, it is important to recheck circulation to ensure that the injured arm or shoulder is not becoming too swollen or compromised. To recheck circulation, you can follow these steps:

1. Look for signs of poor circulation such as pal",126,0,0.6643194,0.19047618552154208,0.0,0.19047618552154208,0
192,When should intervention for chest compressions end?,"Interruptions should be limited to critical interventions, such as applying AED pads, allowing the AED to analyze or administer a shock, and clearing the airway.","In general, chest compressions during CPR should only be stopped in the following situations:

1. The person starts showing signs of life, such as moving, coughing, breathing normally, or reaching normal heart rate.
2. A trained healthcare provider takes",71,0,0.21896069,0.19672130686374642,0.0322580597710725,0.19672130686374642,0
193,Why is respiratory distress especially dangerous in children?,Respiratory distress is especially dangerous in children because it can quickly lead to cardiac arrest.,"Respiratory distress is especially dangerous in children because their airways are smaller and more easily obstructed compared to adults. This obstruction can lead to decreased oxygen intake and difficulty breathing, which can quickly become life-threatening. Children also have higher metabolic rates and",80,0,0.8088981,0.4528301846208616,0.327272723477686,0.41509433556425784,0
194,What are some steps to take care of sunburn?,"While the care for all burns is similar, specific care steps can vary depending on the cause of the burn. Care should be taken to monitor for hypothermia when cooling large burns. This is particularly important in children. Cover the person with a blanket if the person complains of feeling cold.","Here are some steps you can take to help care for a sunburn:

1. Cool down the skin: Take a cool bath or shower, or apply a cool, damp cloth to the affected area to help reduce the heat and inflammation.

2.",95,0,0.4905496,0.18666666171022236,0.022471905163490544,0.15999999504355572,0
195,What should you do based on your findings?,"Decide whether you need to call EMS/9-1-1, and provide first aid care as needed.","Based on the findings and information provided, you should consider taking the following steps:

1. Analyze the data: Review the findings thoroughly to understand the implications and identify any key insights or trends.

2. Make recommendations: Based on the analysis, formulate",38,0,0.24995303,0.13043477837429124,0.0,0.0869565175047261,0
196,Do adults also wear helmets when riding a bicycle?,"Yes, adults should always wear a helmet while riding a bicycle for safety reasons.","Although wearing a helmet when riding a bicycle is not required for adults in all places, it is highly recommended for safety reasons. Wearing a helmet can significantly reduce the risk of head injuries in the event of an accident. Many adults choose to wear helmets",200,0,0.8029461,0.35999999615200007,0.17543859297014472,0.35999999615200007,0
197,What is the first step in performing CPR on a child?,Place both of your hands on the centre of the person’s chest.,"The first step in performing CPR on a child is to check the scene for safety and then check the child for responsiveness. Shake the child gently and ask loudly, ""Are you okay?"" If there is no response, shout for help and call emergency services",66,0,0.28698057,0.08888888543209889,0.0,0.08888888543209889,0
198,What information should be prepared about the training of the ship?,Routine information about the ship should be prepared.,"When preparing for the training of the ship, it is important to have the following information ready:

1. Training objectives: Clearly outline the goals and objectives of the ship training program, including what skills and knowledge participants are expected to acquire.

2. Training",34,0,0.68486315,0.1428571397732427,0.041666664175347375,0.09523809215419511,0
199,What should you know if the workplace has an AED on site?,"You should know the location of the AED, how to operate it, and the procedures around it, such as reporting its use or replacing its batteries.","If the workplace has an Automated External Defibrillator (AED) on site, there are several important things to know:

1. Location: Make sure you know the exact location of the AED in the workplace. It should be easily accessible in",74,0,0.6424958,0.2142857095153062,0.09677418873569223,0.2142857095153062,0
200,What do you do if your baby is rattling and no longer making noises or is too weak to cough?,Have someone call EMS/9-1-1 and get an AED while you care for the baby.,"If your baby is rattling and is too weak to cough, it could be a sign of a serious underlying condition that requires urgent medical attention. Here's what you should do:

1. Call emergency services immediately: If your baby is in distress and",51,0,0.3837879,0.11999999596800014,0.0,0.07999999596800021,0
201,What should you do before the customer?,"Wash your hands thoroughly and check the medication three times: when you take it out from the cupboard or refrigerator, when you take it out of the package, and just before you administer it.","Before the customer, you should always be prepared to provide assistance, listen to their needs, and offer solutions or information to help them. It is important to be courteous, attentive, and respectful in all interactions with customers. Additionally, it is helpful to",194,0,0.19722733,0.1694915205975296,0.0,0.13559321551278383,0
202,What should you do if the person has nitroglycerin?,"If the person has nitroglycerin in a spray or pill form, ensure that the person sprays or places the nitroglycerin under their tongue.","If someone has nitroglycerin for a medical condition such as angina or heart problems, it is important to ensure they know how to properly use it. You should educate yourself on how to administer nitroglycerin in case of an emergency and",56,0,0.5254605,0.2592592548148149,0.06666666211666698,0.2592592548148149,0
203,What would you do if you were alone?,Immediately begin care for complete choking and shout for help to try to attract the attention of a bystander.,"If I were alone, I would continue to help and assist you to the best of my ability. Just because I am a digital assistant does not mean I am not here to support and guide you. Feel free to ask me anything you need help with",51,0,0.17193267,0.23076922636834327,0.0,0.1538461494452664,0
204,What are some precautions to prevent chemical burns?,"Store chemicals in their original containers. Wear protective gear when handling chemicals. Wash your hands after touching chemicals. Get trained in a hazardous materials training program, such as the Workplace Hazardous Materials Information System (WHMIS)/ Globally Harmonized System (GHS) of Classification and Labelling of Chemicals. Read the label before using a product. Be aware of caustic plants in your area.","To prevent chemical burns, follow these precautions:

1. Always read and follow the manufacturer's instructions for handling chemicals.
2. Wear appropriate personal protective equipment (PPE) such as gloves, goggles, and aprons.
3. Keep chemicals in their",94,0,0.58080834,0.2409638506314415,0.085106378304663,0.2409638506314415,0
205,What are the three poisonous snakes born in Canada?,"Northern Pacific Rattlesnake, Massasauga Rattlesnake, Prairie Rattlesnake.","In Canada, the three main species of venomous snakes are the Eastern Massasauga rattlesnake, Western rattlesnake, and Northern Pacific rattlesnake. These snakes are generally found in specific regions within the country and are known",174,0,0.6536576,0.18181817884297521,0.05263157628808878,0.12121211823691468,0
206,How many AED pads should I use on my child?,"A child is considered to be between 1 and 8 years old. If child AED pads are unavailable, use adult pads.","For children under 8 years old or weighing less than 55 pounds (25 kilograms), it is recommended to use pediatric AED pads, which are typically smaller and have a lower energy level compared to adult pads. In this case, you should use",75,0,0.8354954,0.3728813515656421,0.09836065133028776,0.2711864363114048,0
207,What is the recommended volume for child compression?,Just enough volume to make the chest start to rise (1 second per breath),"When performing chest compressions on a child during CPR, the recommended depth is about one-third the depth of the chest, which is typically around 2-2.4 inches (5-6 centimeters). It is important to compress the chest firmly",72,0,0.53237295,0.13953487950243387,0.040816322632236945,0.13953487950243387,0
208,What is the compression depth for child compression?,At least 1/3 of the chest’s depth,"For child CPR (ages 1 to 8), it is recommended to compress the chest to one-third the depth of the chest, which is about 2 inches or 5 centimeters. It's important to ensure the compressions are done at",72,0,0.5914064,0.15789473383656513,0.046511625505678875,0.10526315488919677,0
209,What is a common cause of a hemorrhagic stroke?,A common cause of a hemorrhagic stroke is a ruptured brain aneurysm.,"A common cause of a hemorrhagic stroke is a weakened blood vessel in the brain that ruptures and leaks blood into surrounding brain tissues. This can be caused by conditions such as uncontrolled high blood pressure, aneurysms, arteriovenous",58,0,0.86860347,0.3999999963061729,0.3333333298003473,0.3999999963061729,0
210,What is mental first aid?,Mental health first aid is the initial care given by a First Aider to a person in a mental health crisis. It involves recognizing signs and symptoms and providing care until appropriate professional follow-up care is received or the crisis is resolved.,"Mental first aid is a concept similar to providing first aid for physical injuries, but it focuses on providing immediate support and assistance to someone who is experiencing a mental health crisis or emotional distress. The goal is to help the person in crisis feel supported,",136,0,0.90214384,0.4347826037219072,0.1411764655944638,0.3768115892291536,0
211,What should you take care of before making adjustments to the chair or tray?,"Ensure that the child’s hands, arms, and legs are clear of any moving parts.","Before making any adjustments to the chair or tray, it is important to ensure the following:

1. Check the manufacturer's guidelines and instructions for making adjustments.
2. Make sure the chair or tray is clean and free of any obstructions.
3.",197,0,0.33763018,0.18181817747933895,0.03921568247597115,0.18181817747933895,0
212,What is the Cold-Shock Response?,Rapid cooling of the skin causes a gasp followed by hyperventilation (lasting 1 to 2 minutes).,"The Cold-Shock Response is a physiological response that occurs when the body is exposed to cold temperatures. It is an involuntary reaction that helps the body maintain its core temperature and survive in cold environments. When the body is suddenly exposed to cold conditions, the",155,0,0.3813482,0.12499999555555572,0.0,0.12499999555555572,0
213,How do you manage respiratory impairment in someone else?,"1. Keep the person still.
2. Treat any obvious external injuries.
3. Constantly monitor the person's condition as it may change rapidly.
4. Call EMS/9-1-1 and get an AED if necessary.","If someone is experiencing respiratory impairment, it is important to act quickly and seek medical assistance if needed. Here are some general steps to manage respiratory impairment in someone else:

1. Stay calm and assess the situation: Check the person's breathing and overall condition",110,0,0.5029993,0.208955218935175,0.02739725543253979,0.208955218935175,0
214,What do you need a first aid manual for?,Canadian Red Cross first aid manual,"A first aid manual provides valuable information on how to respond effectively to a wide range of injuries or medical emergencies. It serves as a guide on administering immediate care before professional medical help arrives, helping to alleviate pain, prevent further injury, and potentially save lives",12,0,0.60267836,0.127659572240833,0.07999999820000003,0.127659572240833,0
215,How should I cool the injured area?,"Using ice or another cold source, cool the injured area to help reduce pain and swelling. Place some sort of cloth, towel, or pad between the cold source and the skin to reduce the risk of freezing.","To cool an injured area, you can use ice packs or cold compresses wrapped in a thin cloth to prevent direct contact with the skin. Apply the ice pack to the injured area for about 15-20 minutes at a time, allowing the skin",99,0,0.72542584,0.2857142807760142,0.07792207294316106,0.22222221728395072,0
216,What do you do if your body cannot accept the drugs you ingest?,Assist by placing the correct number of pills into their mouth or holding a liquid dispenser up to their mouth if they explicitly ask for help.,"If your body cannot accept the drugs you ingest, it's important to seek medical help immediately. Do not continue taking the medication without consulting a healthcare professional. It's possible that you may be experiencing an allergic reaction or that the medication is not suitable for",36,0,0.41689196,0.19047618575963732,0.0,0.19047618575963732,0
217,Can children with lice go to school or child care?,Children may return to school or child care after the first treatment.,It is not recommended for children with lice to go to school or child care until they have been treated and no live lice are present. Lice are highly contagious and can easily spread to other children in close contact. It is important to inform,186,0,0.4274037,0.2083333295833334,0.14814814490397812,0.2083333295833334,0
218,How can you help a person calm down and control their breathing?,"1. Encourage the person to maintain eye contact with you.
2. Have the person breathe in through their nose while you raise your arm and count to five. Breathe with the person.
3. Have the person breathe out through their mouth, making an audible sound, while you slowly lower your arm and count to ten.
4. Repeat 3 to 5 times, providing encouragement in a calm voice.","To help a person calm down and control their breathing, you can suggest the following techniques:

1. Mindful breathing: Encourage them to focus on their breath by taking slow, deep breaths in through the nose and out through the mouth. This",40,0,0.53122526,0.34999999505000007,0.04255318663422419,0.34999999505000007,0
219,What would you do if someone with visual or hearing impairment intervened?,"Tell the intervenor who you are, but then speak directly to the ill or injured person.","If someone with visual or hearing impairment intervenes, it's important to make sure they can fully participate and understand what's going on. Here are some steps you can take:

1. For someone with visual impairment:
   - Describe the situation verbally in",42,0,0.29004812,0.15384614974112437,0.0,0.11538461127958595,0
220,What should I do if an injury or illness makes me feel weak or upset?,"If you feel faint or upset, you can close your eyes or turn away for a moment and take a few deep breaths to calm yourself. If you're still unable to give care, you can volunteer to help in other ways, such as calling EMS/9-1-1 and bringing necessary equipment and supplies.","If you are feeling weak or upset due to an injury or illness, it is important to prioritize your well-being and take care of yourself. Here are some steps you can take:

1. Seek medical attention: If your injury or illness is serious or",15,0,0.5518794,0.23999999504355565,0.0659340609636521,0.23999999504355565,0
